sample_name	sample_name_original	barcode_prefix	sample_type	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	songbird_trainTest_5050_empo_3	songbird_trainTest_5050_env_material	songbird_trainTest_8020_empo_3	songbird_trainTest_8020_env_material
13114.mayer.34.s007	Mayer34.sediment.7	mayer.34.s007	sediment	EMP_Feces_mayer_34_s007_a03_M_086	86	note applicable	UCSD	1C4_1_38_mayer-34-s007-a04.mzML	1C4_1_38_mayer-34-s007-a04	1	Bulk_201901_UCSD	Sample	Bulk	1/21/16 0:00	0.1	not applicable	sediment sample A4	1609	Mayer	34	Animas watershed	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small river biome	tributary	stream sediment	sediment	sediment	United States of America:State of Colorado:San Juan County:Animas River	A4	not applicable	36.72089	-108.20216	Animas Watershed	freshwater sediment metagenome	9922509	62416	179215	1037	6.533013299	159.0902871	431	6.373832284	79.45500207	1918	7.283140766	318.2327901	1908	7.280758248	315.9519476	963	7.133349884	178.0533978	Test	Train	Test	Train
13114.king.27.s005	King27.Edge.1.3.0.2	king.27.s005	soil	not applicable	not applicable	not applicable	not applicable	1C5_1_39_king-27-s005-a03.mzML	1C5_1_39_king-27-s005-a03	1	Bulk_201901_UCSD	Sample	Bulk	4/24/14 0:00	not provided	not applicable	surface soil	1500	King	27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Edge1.3.0_2	not applicable	19.388694	-155.249333	Puhimau succession study	soil metagenome	4517747	6230	16835	289	3.238917615	61.95113709	239	3.220165481	54.54929744	366	3.594950706	81.24998466	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Test	Train
13114.king.27.s004	King27.Edge.1.2.8.10	king.27.s004	soil	EMP_Feces_king_27_s004_a03_M_213	213	note applicable	UCSD	1C6_1_40_king-27-s004-a04.mzML	1C6_1_40_king-27-s004-a04	1	Bulk_201901_UCSD	Sample	Bulk	4/24/14 0:00	not provided	not applicable	sub-surface soil	1500	King	27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Edge1.2.8_10	not applicable	19.388694	-155.249333	Puhimau succession study	soil metagenome	2922184	4563	28463	271	5.827253189	57.28130743	257	5.837807697	54.94594312	343	6.176911205	77.04457292	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Train
13114.berry.2.s004	Berry2.sediment.Do41	berry.2.s004	sediment	EMP_Feces_berry_2_s004_a03_M_092	92	note applicable	UCSD	1C7_1_41_berry-2-s004-a04.mzML	1C7_1_41_berry-2-s004-a04	1	Bulk_201901_UCSD	Sample	Bulk	8/13/02 0:00	0.41	not applicable	Freshwater sediment core slice from Doe Pond MA.  Aseptically collected subsample.	75.6	Berry	2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Hampden County	Do41	not applicable	42.17566	-72.7	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	6355810	5919	2514	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	232	5.458109767	83.89421426	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Train	Train
13114.metcalf.40.s003	Metcalf40.10141.D.soil.T4.1	metcalf.40.s003	soil	EMP_Feces_metcalf_40_s003_a03_M_070	70	note applicable	UCSD	1C8_1_42_metcalf-40-s003-a04.mzML	1C8_1_42_metcalf-40-s003-a04	1	Bulk_201901_UCSD	Sample	Bulk	06/12/2012 0:00	0	not applicable	10141.D.soil.T4.1	1624.1	Metcalf	40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate desert biome	desert sand	soil	soil	soil	United States of America:State of Colorado:City of Boulder	D.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	2623007	173288	289384	602	3.078471172	89.74878156	107	2.937523772	25.32278412	842	3.526515297	122.5996303	841	3.526426895	122.2053667	275	3.488982969	48.03444889	Test	Train	Train	Train
13114.metcalf.40.s010	Metcalf40.10141.G.CTRL.soil.T4.1	metcalf.40.s010	soil	EMP_Feces_metcalf_40_s010_a03_M_073	73	note applicable	UCSD	1C9_1_43_metcalf-40-s010-a04.mzML	1C9_1_43_metcalf-40-s010-a04	1	Bulk_201901_UCSD	Sample	Bulk	06/12/2012 0:00	0	not applicable	10141.G.CTRL.soil.T4.1	1624.1	Metcalf	40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate grassland biome	grassland soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	G.CTRL.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	12159349	89377	219116	967	6.060696747	133.3755649	352	5.969662375	58.67578293	1263	6.183301979	182.7120262	1263	6.183301979	182.7120262	577	6.062771828	91.02221526	Train	Train	Train	Train
13114.metcalf.40.s012	Metcalf40.10141.G.soil.T5.5	metcalf.40.s012	soil	not applicable	not applicable	not applicable	not applicable	1D1_1_50_metcalf-40-s012-a03.mzML	1D1_1_50_metcalf-40-s012-a03	1	Bulk_201901_UCSD	Sample	Bulk	6/27/12 0:00	0	not applicable	10141.G.soil.T5.5	1624.1	Metcalf	40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate grassland biome	grassland soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	G.soil.T5.5	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	13627895	343117	1009631	1152	6.181631311	150.1252393	332	5.976959073	51.25593618	1837	6.522582244	244.0323508	1837	6.522582244	244.0323508	605	6.456124434	92.20047936	Train	Train	Train	Train
13114.mayer.34.s009	Mayer34.sediment.9	mayer.34.s009	sediment	EMP_Feces_mayer_34_s009_a03_M_088	88	note applicable	UCSD	1D10_1_62_mayer-34-s009-a04.mzML	1D10_1_62_mayer-34-s009-a04	1	Bulk_201901_UCSD	Sample	Bulk	1/21/16 0:00	0.1	not applicable	sediment sample SJ2	1601	Mayer	34	Animas watershed	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small river biome	tributary	stream sediment	sediment	sediment	United States of America:State of Colorado:San Juan County:Animas River	SJ2	not applicable	36.71096	-108.21767	Animas Watershed	freshwater sediment metagenome	11803590	57118	186664	1185	7.608939591	174.9115668	566	7.408032149	95.19495081	2116	8.392531939	339.7635972	2109	8.390980228	338.3928051	1239	8.224343085	212.416551	Test	Train	Test	Test
13114.berry.2.s003	Berry2.sediment.Do21	berry.2.s003	sediment	EMP_Feces_berry_2_s003_a03_M_091	91	note applicable	UCSD	1D11_1_64_berry-2-s003-a04.mzML	1D11_1_64_berry-2-s003-a04	1	Bulk_201901_UCSD	Sample	Bulk	8/13/02 0:00	0.21	not applicable	Freshwater sediment core slice from Doe Pond MA.  Aseptically collected subsample.	75.6	Berry	2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Hampden County	Do21	not applicable	42.17566	-72.7	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	13640507	7892	14113	341	6.461248879	69.94208008	335	6.462117594	69.42203031	744	7.610885701	184.5647223	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Train
13114.berry.2.s020	Berry2.sediment.Un109	berry.2.s020	sediment	EMP_Feces_berry_2_s020_a03_M_002	2	note applicable	UCSD	1D12_1_69_berry-2-s020-a04.mzML	1D12_1_69_berry-2-s020-a04	1	Bulk_201901_UCSD	Sample	Bulk	3/14/02 0:00	1.09	not applicable	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un109	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	14562487	52522	2673	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	437	2.844851364	145.7058178	428	2.839771031	141.7250039	267	2.802970782	92.3853977	Test	Train	Train	Train
13114.berry.2.s006	Berry2.sediment.Do70	berry.2.s006	sediment	EMP_Feces_berry_2_s006_a03_M_094	94	note applicable	UCSD	1D2_1_52_berry-2-s006-a04.mzML	1D2_1_52_berry-2-s006-a04	1	Bulk_201901_UCSD	Sample	Bulk	8/13/02 0:00	0.7	not applicable	Freshwater sediment core slice from Doe Pond MA.  Aseptically collected subsample.	75.6	Berry	2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Hampden County	Do70	not applicable	42.17566	-72.7	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	9615256	208059	2690596	326	3.477884109	77.92650038	86	3.475192013	24.20057211	701	4.029046011	175.5962525	700	4.02891066	175.2668542	236	3.947429018	66.60306227	Train	Test	Train	Train
13114.berry.2.s011	Berry2.sediment.Pi71	berry.2.s011	sediment	EMP_Feces_berry_2_s011_a03_M_001	1	note applicable	UCSD	1D3_1_53_berry-2-s011-a04.mzML	1D3_1_53_berry-2-s011-a04	1	Bulk_201901_UCSD	Sample	Bulk	8/21/02 0:00	0.71	not applicable	Freshwater sediment core slice from Pickerel Pond MA.  Aseptically collected subsample.	69.8	Berry	2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Town of Ludlow	Pi71	not applicable	42.30844	-71.3412	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	9211503	5489	2712	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	330	4.8814695	107.7628421	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Train	Test	Train	Train
13114.metcalf.40.s004	Metcalf40.10141.D.soil.T5.1	metcalf.40.s004	soil	not applicable	not applicable	not applicable	not applicable	1D4_1_54_metcalf-40-s004-a03.mzML	1D4_1_54_metcalf-40-s004-a03	1	Bulk_201901_UCSD	Sample	Bulk	6/27/12 0:00	0	not applicable	10141.D.soil.T5.1	1624.1	Metcalf	40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate desert biome	desert sand	soil	soil	soil	United States of America:State of Colorado:City of Boulder	D.soil.T5.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	5864046	368799	2472458	663	3.497418846	86.44182053	133	3.504486795	22.11972018	996	4.082804551	129.8868568	995	4.082556945	129.8789379	285	4.026125365	43.71165651	Train	Train	Train	Train
13114.lcms.blank.solvent.02	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	1G11_Blank.mzML	1G11_Blank	1	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.berry.2.s015	Berry2.sediment.Un26	berry.2.s015	sediment	EMP_Feces_berry_2_s015_a03_M_004	4	note applicable	UCSD	1D6_1_56_berry-2-s015-a04.mzML	1D6_1_56_berry-2-s015-a04	1	Bulk_201901_UCSD	Sample	Bulk	3/14/02 0:00	0.26	not applicable	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un26	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	7711033	174990	1440945	785	4.86763321	111.3778892	246	4.735165	33.69255908	1372	5.290324656	240.993084	1369	5.290092022	240.2064747	577	5.282303517	101.2104248	Test	Train	Train	Train
13114.metcalf.40.s007	Metcalf40.10141.F.soil.T4.1	metcalf.40.s007	soil	EMP_Feces_metcalf_40_s007_a03_M_072	72	note applicable	UCSD	1D7_1_59_metcalf-40-s007-a04.mzML	1D7_1_59_metcalf-40-s007-a04	1	Bulk_201901_UCSD	Sample	Bulk	06/12/2012 0:00	0	not applicable	10141.F.soil.T4.1	1624.1	Metcalf	40	Mouse decomposition soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	temperate coniferous forest biome	forest soil	soil	soil	soil	United States of America:State of Colorado:City of Boulder	F.soil.T4.1	not applicable	40.015	-105.27	Mouse decomposition experiment on contrasting soil types	soil metagenome	9777007	585039	3202177	656	3.769399479	86.95334877	130	3.74179808	22.21682116	1051	4.489812609	133.13865	1050	4.48976095	133.1055242	287	4.438988146	41.96351203	Test	Train	Train	Train
13114.berry.2.s018	Berry2.sediment.Un71	berry.2.s018	sediment	EMP_Feces_berry_2_s018_a03_M_007	7	note applicable	UCSD	1D8_1_60_berry-2-s018-a04.mzML	1D8_1_60_berry-2-s018-a04	1	Bulk_201901_UCSD	Sample	Bulk	3/14/02 0:00	0.71	not applicable	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un71	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	9909138	26948	13838	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	504	4.393299467	145.0766905	500	4.387488122	143.6024912	403	4.371808916	122.0892108	Test	Train	Train	Train
13114.mayer.34.s001	Mayer34.sediment.1	mayer.34.s001	sediment	EMP_Feces_mayer_34_s001_a03_M_080	80	note applicable	UCSD	1D9_1_61_mayer-34-s001-a04.mzML	1D9_1_61_mayer-34-s001-a04	1	Bulk_201901_UCSD	Sample	Bulk	1/22/16 0:00	0.1	not applicable	sediment sample CC1	3212	Mayer	34	Animas watershed	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small river biome	tributary	stream sediment	sediment	sediment	United States of America:State of Colorado:San Juan County:Animas River	CC1	not applicable	37.89084	-107.64985	Animas Watershed	freshwater sediment metagenome	17268977	142911	1749547	746	4.390295155	129.8550746	214	4.20168475	51.33509874	1355	4.908714178	272.1842305	1327	4.903064092	264.2151212	475	4.855686922	112.4410406	Train	Test	Train	Train
13114.king.27.s001	King27.Edge.1.1.0.2	king.27.s001	soil	EMP_Feces_king_27_s001_a03_M_210	210	note applicable	UCSD	1E1_1_71_king-27-s001-a04.mzML	1E1_1_71_king-27-s001-a04	1	Bulk_201901_UCSD	Sample	Bulk	4/24/14 0:00	not provided	not applicable	surface soil	1500	King	27	Puhimau Hawai'i volcanic soil	EMP sample	Free-living	Non-saline	Soil (non-saline)	forest biome	volcanic feature	volcanic soil	soil	soil	United States of America:State of Hawaii:Kilauea Volcano	King27.Edge1.1.0_2	not applicable	19.388694	-155.249333	Puhimau succession study	soil metagenome	18795908	14208	60933	512	6.136791389	87.80589441	321	6.046409874	61.14497596	674	6.507998688	118.6046584	674	6.507998688	118.6046584	619	6.521704035	111.7484904	Test	Test	Test	Train
13114.lcms.blank.solvent.04	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	2A5_Blank.mzML	2A5_Blank	2	Bulk_201901_UCSD	Background_control	Solvent	not applicable	not applicable	not applicable	lcms control	not applicable	Dorrestein	not applicable	not applicable	EMP sample	Control	Negative	Sterile water blank	urban biome	research facility	sterile water	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
13114.bowen.74.s010	Bowen74.sed10	bowen.74.s010	sediment	EMP_Feces_bowen_74_s010_a03_M_245	245	note applicable	UCSD	1E11_2_27_bowen-74-s010-a04.mzML	1E11_2_27_bowen-74-s010-a04	1	Bulk_201901_UCSD	Sample	Bulk	9/15/14 0:00	0	not applicable	Salt marsh sediment sample collected from the Plum Island LTER Site in Rowley, MA at Clubhead Creek underlying tall Spartina alterniflora	0	Bowen	74	Massachusetts salt marsh sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine salt marsh biome	marine benthic feature	marine sediment	sediment	sediment	United States of America:Commonwealth of Massachusetts:Plum Island	Bowen74.sed10	not applicable	42.739897	-70.83609	Plum Island sediments	sediment metagenome	749094	3922	6037	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	143	3.021801182	47.40580879	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test	Test	Train	Train
13114.bowen.74.s009	Bowen74.sed9	bowen.74.s009	sediment	EMP_Feces_bowen_74_s009_a03_M_244	244	note applicable	UCSD	1E12_2_28_bowen-74-s009-a04.mzML	1E12_2_28_bowen-74-s009-a04	1	Bulk_201901_UCSD	Sample	Bulk	9/15/14 0:00	0	not applicable	Salt marsh sediment sample collected from the Plum Island LTER Site in Rowley, MA at West Creek underlying tall Spartina alterniflora	0	Bowen	74	Massachusetts salt marsh sediments	EMP sample	Free-living	Saline	Sediment (saline)	marine salt marsh biome	marine benthic feature	marine sediment	sediment	sediment	United States of America:Commonwealth of Massachusetts:Plum Island	Bowen74.sed9	not applicable	42.722275	-70.846648	Plum Island sediments	sediment metagenome	12647235	52555	104843	616	5.651551162	115.8934237	347	5.528852649	74.21001117	1396	6.242374561	258.7455304	1395	6.242167501	258.0215519	804	6.191963688	165.1890659	Test	Test	Train	Train
13114.mayer.34.s010	Mayer34.sediment.10	mayer.34.s010	sediment	EMP_Feces_mayer_34_s010_a03_M_089	89	note applicable	UCSD	1E2_1_72_mayer-34-s010-a04.mzML	1E2_1_72_mayer-34-s010-a04	1	Bulk_201901_UCSD	Sample	Bulk	1/21/16 0:00	0.1	not applicable	sediment sample SJ3	1598	Mayer	34	Animas watershed	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small river biome	tributary	stream sediment	sediment	sediment	United States of America:State of Colorado:San Juan County:Animas River	SJ3	not applicable	36.7197	-108.22294	Animas Watershed	freshwater sediment metagenome	11838031	91020	353723	1308	8.258145571	186.5817202	616	8.023314648	98.8028377	2491	8.522094605	382.9173707	2481	8.52051549	380.0654669	1278	8.343181451	214.0895118	Test	Train	Test	Test
