rowid,mibig_accession,organism_name,ncbi_tax_id,smiles,inchikey,no_stereo_inchikey,compound_name,molecular_formula
66,BGC0001083,Streptomyces sp. CNH189,1136432,OC1=C2C(C(C3C(C)(CC/C=C(C)/C)O4)(C/C(C3)=C(C)/C)C4=C(Cl)C2=O)=CC(O)=C1Cl,HARGRIZLPBEAGS-UHFFFAOYSA-N,HARGRIZLPBEAGS,dichloro-merochlorin B,C25H28Cl2O4
67,BGC0001083,Streptomyces sp. CNH189,1136432,CC(C)=CCCC(C)=CCC(CC1(O)C(=O)C2=C(C(O)=CC(O)=C2)C(=O)C1(C)Cl)=C(C)C,UUMRLFAHEFYGJM-UHFFFAOYSA-N,UUMRLFAHEFYGJM,merochlorin D,C26H33ClO5
68,BGC0001083,Streptomyces sp. CNH189,1136432,CC(C)=C1CC=C(C)CCC(Cl)C(C)(C)OC2=CC(O)=C3C(=O)C(C)(Cl)C(O)(C1)C(=O)C3=C2,OGKULKCQQIVNDI-UHFFFAOYSA-N,OGKULKCQQIVNDI,merochlorin C,C26H32Cl2O5
69,BGC0001082,Penicillium paxilli,70109,C[C@]12CC[C@H]3C(=CC(=O)[C@H](O3)C(C)(C)O)[C@@]1(CC[C@@H]4[C@@]2(C5=C(C4)C6=CC=CC=C6N5)C)O,ACNHBCIZLNNLRS-UBGQALKQSA-N,ACNHBCIZLNNLRS,paxilline,C27H33NO4
70,BGC0001082,Penicillium paxilli,70109,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@]1(C)[C@@]1(C)CC[C@]3([H])O[C@@H](CC[C@@]3(C)[C@]1([H])CC2)C(C)(C)O,WLAIEIMDXUAGPY-HSECPPETSA-N,WLAIEIMDXUAGPY,paspaline,C28H39NO2
71,BGC0001082,Penicillium paxilli,70109,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@]1(C)[C@@]1(C)CC[C@]3([H])O[C@@H](C(=O)C=C3[C@]1([H])CC2)C(C)(C)O,GYSZYWSJZCKCBD-LXGUAGHKSA-N,GYSZYWSJZCKCBD,13-dehydroxypaxilline,C27H33NO3
72,BGC0001082,Penicillium paxilli,70109,CC(C)(O)C1CCC2(C=O)C(CCC3(C)C2CCC2CC4=C(NC5=CC=CC=C45)C32C)O1,AYNSNFZADBZRGD-UHFFFAOYSA-N,AYNSNFZADBZRGD,paspaline B,C28H37NO3
73,BGC0000855,Methylomicrobium kenyense,269709,CC1=NCC[C@H](N1)C(=O)O,WQXNXVUDBPYKBA-YFKPBYRVSA-N,WQXNXVUDBPYKBA,ectoine,C6H10N2O2
74,BGC0000745,Streptococcus agalactiae,1311,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@H](O[C@H]([C@@H]([C@H]5O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)O)O)O)CO)CO)O)O,NOVHANKYCIGDMV-KSYJWRBWSA-N,NOVHANKYCIGDMV,capsular polysaccharide,C49H82N2O39
75,BGC0001246,Sarocladium zeae,1036732,C[C@H]1CCC/C=C/C(=O)CC2=CC(=CC(=C2C(=O)O1)O)O,SQDQKWGNEXFXDZ-RWCYGVJQSA-N,SQDQKWGNEXFXDZ,trans-resorcylide,C16H18O5
76,BGC0000656,Xanthobacter autotrophicus Py2,78245,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C[C@H](CC2(C)C)O)C)\C)\C)/C)/C,JKQXZKUSFCKOGQ-QAYBQHTQSA-N,JKQXZKUSFCKOGQ,zeaxanthin,C40H56O2
77,BGC0000896,Streptomyces lavendulae subsp. lavendulae,58340,N[C@@H]1CONC1=O,DYDCUQKUCUHJBH-UWTATZPHSA-N,DYDCUQKUCUHJBH,cycloserine,C3H6N2O2
78,BGC0000598,Streptomyces diastatochromogenes Tü6028,42236,CC[C@H](C)[C@@H](C(=O)N[C@H](CC(=O)NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@H]([C@H](C(=O)NC)O)C(=O)N[C@@H](C)C(=O)N[C@H](CC(=O)NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(=O)N)C(=O)N[C@H](C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)C(C)(C)C[S@@](=O)C)NC(=O)[C@@H](CC(=O)NC)NC(=O)CNC(=O)[C@@H](C(C)(C)O)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H]([C@H](C(=O)NC)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(=O)NC)NC(=O)CNC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)O)NC(=O)[C@H]([C@@H](C)CC(=O)N)NC(=O)[C@@H](CC(=O)NC)NC(=O)[C@H](C(C)(C)C)NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C(C)(C)O)NC(=O)[C@@H](CC(=O)NC)NC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C(C)(C)C)NC(=O)CNC(=O)[C@H](C(C)(C)CC)NC(=O)CNC(=O)C(=O)CCC(C)(C)C,RGFCRAHTPKNZJI-NUVSNYKBSA-N,RGFCRAHTPKNZJI,polytheonamide A,C219H376N60O72S
79,BGC0000598,Streptomyces diastatochromogenes Tü6028,42236,CC[C@H](C)[C@@H](C(=O)N[C@H](CC(=O)NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@H]([C@H](C(=O)NC)O)C(=O)N[C@@H](C)C(=O)N[C@H](CC(=O)NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CO)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(=O)N)C(=O)N[C@H](C(=O)N[C@H](CC(=O)N)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)O)C(C)(C)C[S@](=O)C)NC(=O)[C@@H](CC(=O)NC)NC(=O)CNC(=O)[C@@H](C(C)(C)O)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H]([C@H](C(=O)NC)O)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CC(=O)NC)NC(=O)CNC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)O)NC(=O)[C@H]([C@@H](C)CC(=O)N)NC(=O)[C@@H](CC(=O)NC)NC(=O)[C@H](C(C)(C)C)NC(=O)CNC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C(C)(C)O)NC(=O)[C@@H](CC(=O)NC)NC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](C(C)(C)C)NC(=O)[C@@H](C(C)(C)C)NC(=O)[C@H](C(C)(C)C)NC(=O)CNC(=O)[C@H](C(C)(C)CC)NC(=O)CNC(=O)C(=O)CCC(C)(C)C,RGFCRAHTPKNZJI-QMBUVTTKSA-N,RGFCRAHTPKNZJI,polytheonamide B,C219H376N60O72S
80,BGC0001815,Streptomyces uncialis,1048205,CC([C@]12[C@@H]3C#C/C=C\C#C[C@H]([C@@]1(O2)C4=CC(=C5C(=C4N3)C(=O)C6=CC=CC=C6C5=O)O)O)O,OBGWIHKWGGEOEV-YFRVKLFPSA-N,OBGWIHKWGGEOEV,uncialamycin,C26H17NO6
81,BGC0001576,Prochloron didemni,1216,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)N[C@@H]2[C@@H](SC[C@H]3C(=O)N[C@@H](CNCCCC[C@H](NC(=O)[C@H]4[C@@H](SC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]([C@@H](SC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N4)[C@@H](C)O)[C@H](C(=O)O)O)NC(=O)[C@@H](NC(=O)[C@@H](NC2=O)[C@@H](C)CC)C(C)C)C)C(=O)N3)CO)C)NC(=O)[C@H](CCC(=O)O)[N+](C)(C)C)C)C(=O)O)C(=O)N[C@H](C(=O)NCC(=O)N1)CC5=CC=CC=C5)C)C(C)C,UCUCWKJHBRGGFM-FIKWHDLOSA-O,UCUCWKJHBRGGFM,divamide A,C87H138N21O28S3+
82,BGC0000376,Streptomyces sp. Sp080513GE-23,630397,C[C@@H](NC(=O)[C@@]1(C)COC(=N1)C1=CN(C)C2=CC(Cl)=C(C)C(O)=C12)C(=O)N[C@@H](CO)C(O)=O,OTAMFIXIIUUMKV-JGMWFTNYSA-N,OTAMFIXIIUUMKV,JBIR-34,C21H25ClN4O7
83,BGC0000376,Streptomyces sp. Sp080513GE-23,630397,C[C@@H](NC(=O)[C@@]1(C)COC(=N1)C1=CN(C)C2=CC(Cl)=CC(O)=C12)C(=O)N[C@@H](CO)C(O)=O,NKNDHRJPCHKCQG-GNGCRJPWSA-N,NKNDHRJPCHKCQG,JBIR-35,C20H23ClN4O7
84,BGC0001566,Cylindrospermum licheniforme UTEX B 2014,379530,CCCC[C@@H]1CCCC[C@H]([C@@H](C2=CC(=C([C@@H](CCCC[C@H]([C@@H](C3=CC(=C1C(=C3)O)O)O)C)CCCC)C(=C2)O)O)O)C,JCKOOZUMKBNWSJ-ZLCROBAWSA-N,JCKOOZUMKBNWSJ,cylindrocyclophane,C36H56O6
85,BGC0000028,Streptomyces lohii,390239,COC1\C=C\C=C(C)\CC(C)C(O)C(C)\C=C(/C)\C=C(OC)\C(=O)OC1C(C)C(O)C(C)C1(O)CC(OC(=O)\C=C\C(=O)NC2=C(O)CCC2=O)C(C)C(O1)C(C)C,KFUFLYSBMNNJTF-UNPKUBMASA-N,KFUFLYSBMNNJTF,bafilomycin B1,C44H65NO13
86,BGC0000719,Streptoalloteichus hindustanus,2017,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,NLVFBUXFDBBNBW,tobramycin,C18H37N5O9
87,BGC0000265,Streptomyces purpurascens,1924,CC[C@]1(C[C@@H](C2=C(C3=C(C(=C2[C@H]1OC4CC(C(C(O4)C)O)N(C)C)O)C(=O)C5=C(C3=O)C(=CC=C5)O)O)OC6CC(C(C(O6)C)O)N(C)C)O,NWPIUETWDSWOKV-QROLFQDOSA-N,NWPIUETWDSWOKV,rhodomycin,C36H48N2O12
88,BGC0001604,Fusarium fujikuroi,5127,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O,IXORZMNAPKEEDV-QTWFBFKQSA-N,IXORZMNAPKEEDV,gibberellin,C19H22O6
89,BGC0000277,Streptomyces fradiae,1906,C[C@H]1[C@H](CC[C@@H](O1)O[C@]23C(=O)C[C@](C[C@]2(C(=CC4=C3C(=O)C5=C(C4=O)C(=C(C=C5)[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7CC[C@@H]([C@@H](O7)C)O[C@H]8C[C@H]([C@@H]([C@H](O8)C)O)O)O)SC)O)(C)O)O,WDNBUGBJVRAIKE-JGRVRNPESA-N,WDNBUGBJVRAIKE,urdamycin,C44H58O17S
90,BGC0000444,Streptomyces turgidiscabies Car8,698760,[H][C@@]1(CC2=CNC3=CC=CC(=C23)N(=O)=O)N(C)C(=O)[C@](O)(CC2=CC=CC(O)=C2)N(C)C1=O,QRDNJYNIEGRRKV-PGRDOPGGSA-N,QRDNJYNIEGRRKV,thaxtomin A,C22H22N4O6
91,BGC0000746,Streptococcus agalactiae,1311,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@H](O[C@H]([C@@H]([C@H]5O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)O)O)O)CO)CO)O)O,NOVHANKYCIGDMV-KSYJWRBWSA-N,NOVHANKYCIGDMV,capsular polysaccharide,C49H82N2O39
92,BGC0000333,Salinispora arenicola CNS-205,391037,CO[C@@H]([C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](C[C@@H](C)CO)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC1=O)C(C)C)[C@H](C)C=C(C)C)[C@H](O)C1=CN(C2=C1C=CC=C2)C(C)(C)C=C)C1=CC=CC=C1,AHDUXXXZGSWYHF-IXGGKXOYSA-N,AHDUXXXZGSWYHF,cyclomarin D,C55H80N8O10
93,BGC0001254,Alternaria alternata,5599,C/C=C(\C)/CC(C)(C(C(C(=O)NC(C(C)C)C(=O)O[C@H](/C=C/C=C\C=C\C(=O)O)[C@@]1(CO1)C)O)O)O,JFCZKYSQJFCXMV-PUEBJXPXSA-N,JFCZKYSQJFCXMV,ACT-Toxin II,C26H39NO9
94,BGC0001609,Trichoderma virens Gv29-8,413071,[H][C@@]12O[C@@]11C[C@@]34SSC(C5=CC=C(OC)C(OC)=C5O)[C@@]([H])(NC3=O)C(=O)N4O[C@@]1([H])[C@H](O)C=C2,VZUFPCHAVLFFAY-QEZWNWIZSA-N,VZUFPCHAVLFFAY,gliovirin,C20H20N2O8S2
95,BGC0001026,Metarhizium anisopliae,5530,COC(=O)\C(=C\C)\C=C(/C)\C=C\C=C\C=C(/C)C(=O)[C@]12O[C@H]1[C@@](O)(CCO)NC2=O,OHWILISHWFHITP-OCKBFZBYSA-N,OHWILISHWFHITP,NG-391,C22H27NO7
96,BGC0000650,Algoriphagus sp. KK10202C,356796,CC[C@]1(CCC2=C(C3=C(C(=C2[C@H]1O[C@H]4C[C@@H]([C@@H]([C@@H](O4)C)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O[C@H]6CC[C@@H]([C@@H](O6)C)O)O)N(C)C)O)C(=O)C7=C(C3=O)C(=CC=C7)O)O)O,MYQIMJTUIOIEOX-LVWNLLCFSA-N,MYQIMJTUIOIEOX,carotenoid,C40H53NO14
97,BGC0001520,Bacillus subtilis,1423,CC(CC(O)C(C)C(O)=O)C\C(C)=C\C=C\C=C\C1C(C)=CC2C(CCC(C)C2O[C@H]2O[C@@H](C)[C@H](O)C(=O)[C@@H]2O)C2\C1=C1\C(C)C(O)C\C\1=C(C)\C(=O)OC2=O,MPPYMLNQFAPEHU-WICFQGSQSA-N,MPPYMLNQFAPEHU,aurantinin B,C44H60O12
98,BGC0000354,Actinoplanes friuliensis,196914,C[C@@H]1[C@@H](C(=O)N2CCCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@@H](C(=O)N3CCC[C@H]3C(=O)N1)C(C)C)[C@@H](C)N)CC(=O)O)CC(=O)O)[C@H](C)C(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)C/C=C\CCCCCCC(C)C,SLJYYRCUSIXQEQ-AJAGNRCHSA-N,SLJYYRCUSIXQEQ,friulimicin A,C58H92N14O19
99,BGC0000354,Actinoplanes friuliensis,196914,CC1C(C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N3CCCC3C(=O)N1)C(C)C)C(C)N)CC(=O)O)CC(=O)O)C(C)C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C/C=C/CCCCCCCC(C)C,HVYFVLAUKMGKHL-FYWRMAATSA-N,HVYFVLAUKMGKHL,friulimicin B,C59H94N14O19
100,BGC0000354,Actinoplanes friuliensis,196914,CCC(C)CCCCC/C=C/CC(=O)NC(CC(=O)N)C(=O)NC1C(NC(=O)C2CCCN2C(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C3CCCCN3C1=O)C(C)C(=O)O)CC(=O)O)CC(=O)O)C(C)N)C(C)C)C,MDBSKEKVSGDWLT-WYMLVPIESA-N,MDBSKEKVSGDWLT,friulimicin C,C58H92N14O19
101,BGC0000354,Actinoplanes friuliensis,196914,CCC(C)CCCCCCC/C=C\CC(=O)N[C@@H](CC(=O)N)C(=O)N[C@H]1[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]3CCCCN3C1=O)[C@H](C)C(=O)O)CC(=O)O)CC(=O)O)[C@@H](C)N)C(C)C)C,YCENLAAIZVXNOG-JCDMCXPCSA-N,YCENLAAIZVXNOG,friulimicin D,C60H96N14O19
102,BGC0000748,Streptococcus agalactiae,1311,CC(=O)N[C@@H]1[C@H](C[C@@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)NC(=O)C)OC[C@@H]4[C@H]([C@@H]([C@H]([C@H](O4)O[C@H]5[C@H](O[C@H]([C@@H]([C@H]5O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)O)O)O)CO)CO)O)O,NOVHANKYCIGDMV-KSYJWRBWSA-N,NOVHANKYCIGDMV,capsular polysaccharide,C49H82N2O39
103,BGC0001244,Parastagonospora nodorum,13684,C[C@@H]1CC2=C(C(=CC=C2)O)C(=O)O1,KWILGNNWGSNMPA-ZCFIWIBFSA-N,KWILGNNWGSNMPA,(-)-Mellein,C10H10O3
104,BGC0000460,Vibrio vulnificus CMCP6,216895,CC1OC(=NC1C(=O)NCCCN(CCCNC(=O)C1=CC=CC(O)=C1O)C(=O)C1N=C(OC1C)C1=CC=CC=C1O)C1=CC=CC=C1O,CYQRDZPBFHTFJZ-UHFFFAOYSA-N,CYQRDZPBFHTFJZ,vulnibactin,C35H39N5O9
105,BGC0000528,Clavibacter michiganensis subsp. michiganensis NCPPB 382,443906,CC[C@H](C)[C@@H]1NC(=O)[C@H](CCSC[C@@H]2NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCSC[C@H](NC(=O)[C@H](C)NC2=O)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@H](CCC(O)=O)NC1=O)[C@@H](C)CC)[C@@H](C)CC)NC(=O)[C@H](CC(C)C)NC(=O)C(\NC(=O)[C@@H]1CSC[C@H](NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](CC2=CNC3=C2C=CC=C3)C(=O)N[C@@H](CC(C)C)C(=O)N1)=C\C,MTKXZQFBKJNJJF-MJLJTCNBSA-N,MTKXZQFBKJNJJF,michiganin A,C92H145N25O26S4
106,BGC0000925,Pseudomonas fluorescens,294,COC1=CC(=NC2=C(O)C=CC=C12)C(O)=O,BBZLFYDYFRWHEF-UHFFFAOYSA-N,BBZLFYDYFRWHEF,quinolobactin,C11H9NO4
107,BGC0001276,Aspergillus terreus,33178,CC1=C(C(=CC=C1)O)C(=O)O,HCJMNOSIAGSZBM-UHFFFAOYSA-N,HCJMNOSIAGSZBM,6-methylsalicyclic acid,C8H8O3
108,BGC0000716,Streptomyces netropsis,55404,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,UNFWWIHTNXNPBV-WXKVUWSESA-N,UNFWWIHTNXNPBV,spectinomycin,C14H24N2O7
109,BGC0000818,Aspergillus versicolor,46472,CC1(C)[C@@H]2C[C@]34CCCN3C(=O)[C@@]2(C[C@@]11C(=O)N(O)C2=C1C=CC1=C2C=CC(C)(C)O1)NC4=O,KGCIBVDLLPYXFL-OFVWMMNVSA-N,KGCIBVDLLPYXFL,notoamide A,C26H29N3O5
110,BGC0000951,Streptomyces coeruleorubidus,116188,O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC([C@@H](N)C)=O)=O)C)=O,PCVKUJRMSUSDPH-DLJJVGNLSA-N,PCVKUJRMSUSDPH,pacidamycin 1,C41H50N10O12
111,BGC0000951,Streptomyces coeruleorubidus,116188,C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O)C(=O)N\C=C1\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O,KYZRUJUDPCUPII-CHPVFLAQSA-N,KYZRUJUDPCUPII,pacidamycin 2,C39H49N9O12
112,BGC0000951,Streptomyces coeruleorubidus,116188,C[C@H](N)C(=O)N[C@@H](CC1=CC=CC(O)=C1)C(=O)N(C)[C@@H](C)[C@H](NC(=O)[C@H](C)NC(=O)N[C@@H](CC1=CC=CC(O)=C1)C(O)=O)C(=O)N\C=C1\C[C@@H](O)[C@@H](O1)N1C=CC(=O)NC1=O,NMVHSWKLTKXTCN-UEXGXZKGSA-N,NMVHSWKLTKXTCN,pacidamycin 3,C39H49N9O13
113,BGC0000951,Streptomyces coeruleorubidus,116188,O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)N)=O)C)=O,FMKAVCDWVHHMCG-LONUBGAWSA-N,FMKAVCDWVHHMCG,pacidamycin 4,C38H45N9O11
114,BGC0000951,Streptomyces coeruleorubidus,116188,O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CC=CC=C3)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC4=CC=CC(O)=C4)N)=O)C)=O,HLICYXJNAMINIS-XRMWKQQBSA-N,HLICYXJNAMINIS,pacidamycin 5,C36H44N8O11
115,BGC0000951,Streptomyces coeruleorubidus,116188,O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CNC4=C3C=CC=C4)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC5=CC=CC(O)=C5)NC(CN)=O)=O)C)=O,SCRSEAIGJNBLQH-PAQIWTBGSA-N,SCRSEAIGJNBLQH,pacidamycin 6,C40H48N10O12
116,BGC0000951,Streptomyces coeruleorubidus,116188,O[C@@H]([C@H](N1C(NC(C=C1)=O)=O)O/2)CC2=C\NC([C@@H](NC([C@H](C)NC(N[C@@H](CC3=CC=CC=C3)C(O)=O)=O)=O)[C@@H](N(C)C([C@H](CC4=CC=CC(O)=C4)NC(CN)=O)=O)C)=O,CGWBWZILRDSQJL-WHNYZTKOSA-N,CGWBWZILRDSQJL,pacidamycin 7,C38H47N9O12
117,BGC0000951,Streptomyces coeruleorubidus,116188,CC(N)C(=O)N(C)C(C)C(NC(=O)C(C)NC(=O)NC(CC1=CNC2=C1C=CC=C2)C(O)=O)C(=O)N\C=C1\CC(O)C(O1)N1C=CC(=O)NC1=O,PBFVZISIBPPZNE-RGEXLXHISA-N,PBFVZISIBPPZNE,pacidamycin D,C32H41N9O10
118,BGC0000924,Pseudomonas chlororaphis,587753,ClC1=CNC=C1C1=CC=CC(Cl)=C1N(=O)=O,QJBZDBLBQWFTPZ-UHFFFAOYSA-N,QJBZDBLBQWFTPZ,pyrrolnitrin,C10H6Cl2N2O2
119,BGC0001109,unidentified unclassified sequences.,12908,C[C@H]1[C@H](O[C@](CC1=C)([C@@H](C(=O)N[C@H]([C@@H]2C[C@H](C([C@H](O2)C[C@@H](COC)OC)(C)C)O)OC)O)OC)C,ZNEZZONMADKYTB-VRCUBXEUSA-N,ZNEZZONMADKYTB,pederin,C25H45NO9
120,BGC0000970,Chondromyces crocatus,52,CCCC[C@@H](C)[C@H](O)[C@H](C)C(=O)C(\C)=C\[C@@H](OC)[C@@H](O)[C@@H](OC)C(=O)N\C=C/C1=CC=C(O)C(Cl)=C1,FYBGSKAWXCBCIQ-JRAUAZSASA-N,FYBGSKAWXCBCIQ,chondrochloren A,C27H40ClNO7
121,BGC0001103,Bacillus subtilis subsp. spizizenii ATCC 6633,703612,CCC(C)CCCCCCCCCCC1CC(=O)N[C@H](C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CC(=O)N)CO)CC(=O)N)CC(=O)N)CC3=CC=C(C=C3)O)CCC(=O)N)CC(=O)N,RCIPRGNHNAEGHR-ZLHAWHIKSA-N,RCIPRGNHNAEGHR,mycosubtilin,C55H86N14O16
122,BGC0001751,Pyxidicoccus sp. MCy9557,2012863,CC(C)[C@@H](O)C(C)/C=C/C=C/C=C(\C)/[C@]1(C)C2CC[C@@H](O)[C@H](C)C=2C2C(=O)NC(=C)C=2[C@@]1([H])C(O)=O,XZVXDGKWYMFGNR-JEHWNZESSA-N,XZVXDGKWYMFGNR,pyxipyrrolone A,C29H39NO5
123,BGC0001751,Pyxidicoccus sp. MCy9557,2012863,CC[C@@H](O)C(C)/C=C/C=C/C=C(\C)/[C@]1(C)C2CC[C@@H](O)[C@H](C)C=2C2C(=O)NC(=C)C=2[C@@]1([H])C(O)=O,LYDLCIJXMDSHBW-DLPGASAZSA-N,LYDLCIJXMDSHBW,pyxipyrrolone B,C28H37NO5
124,BGC0000176,Bacillus velezensis FZB42,326423,CC1CC=CC=CC=CCCCC(OP(O)(O)=O)C(C)=CC=CCC(CCC(C)=CC=C)OC(=O)CC1=C,ZUWUQYGHRURWCL-UHFFFAOYSA-N,ZUWUQYGHRURWCL,difficidin,C31H45O6P
125,BGC0001361,Serratia plymuthica 4Rx13,682634,C[C@@H]1C(=C)[C@@H]([C@@]2(C([C@]1(C(=C2C)C)C)C)C)C,GXPHTJFKVOCWKQ-PDLCYRHZSA-N,GXPHTJFKVOCWKQ,sodorifen,C16H26
