sample_name	sample_name_original	barcode_prefix	sample_type	gcms_sample_name	gcms_sequence	gcms_analysis_batch	gcms_run_location	lcms_sample_name_fbmn	lcms_sample_name_cmn	lcms_batch	lcms_position	lcms_extraction_protocol	lcms_sample_type	lcms_sample_type_sub	lcms_replicate	collection_timestamp	depth_sample	depth_method	description	elevation	emp500_principal_investigator	emp500_study_id	emp500_pi_study_id	emp500_title	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	environmental_package	geo_loc_name	host_subject_id	iron_mg_per_l	latitude	longitude	project_name	scientific_name	read_count_shotgun_r1	read_count_shotgun_woltka_uniq	read_count_shotgun_rep200	alpha_shotgun_woltka_min3450_richness	alpha_shotgun_woltka_min3450_shannon	alpha_shotgun_woltka_min3450_faithspd	alpha_shotgun_woltka_rar3450_richness	alpha_shotgun_woltka_rar3450_shannon	alpha_shotgun_woltka_rar3450_faithspd	alpha_shotgun_woltka_richness	alpha_shotgun_woltka_shannon	alpha_shotgun_woltka_faithspd	alpha_shotgun_woltka_min10k_richness	alpha_shotgun_woltka_min10k_shannon	alpha_shotgun_woltka_min10k_faithspd	alpha_shotgun_woltka_rar10k_richness	alpha_shotgun_woltka_rar10k_shannon	alpha_shotgun_woltka_rar10k_faithspd	songbird_train_empo_3
13114.berry.2.s013	Berry2.sediment.Un6	berry.2.s013	sediment	EMP_Feces_berry_2_s013_a03_M_259	259	note applicable	UCSD	1A7_1_9_berry-2-s013-a04.mzML	1A7_1_9_berry-2-s013-a04	1.00	1A7	Bulk_201901_UCSD	Sample	Bulk	no	3/14/02 0:00	0.06	not applicable	Freshwater sediment core slice from Uncas Pond MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un6	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	14528843.0	15277.0	19574.0	466.0	6.682778764	85.49803129	396.0	6.615554284	73.50430852	1000.0	7.555438136126519	226.1156592319376	994.0	7.550340230790852	224.29162810994217	860.0	7.511376251562518	200.8728755642162	Train
13114.berry.2.s014	Berry2.sediment.Un12	berry.2.s014	sediment	EMP_Feces_berry_2_s014_a03_M_003	003	note applicable	UCSD	1B11_1_32_berry-2-s014-a04.mzML	1B11_1_32_berry-2-s014-a04	1.00	1B11	Bulk_201901_UCSD	Sample	Bulk	no	3/14/02 0:00	0.12	not applicable	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un12	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	14249291.0	18676.0	21468.0	417.0	6.489908718	76.20975683	363.0	6.416948336	68.61040337	951.0	7.216033792154343	216.16651152930402	945.0	7.212641784404865	214.4188435144647	766.0	7.163522575216278	179.46600639109334	Train
13114.berry.2.s015	Berry2.sediment.Un26	berry.2.s015	sediment	EMP_Feces_berry_2_s015_a03_M_004	004	note applicable	UCSD	1D6_1_56_berry-2-s015-a04.mzML	1D6_1_56_berry-2-s015-a04	1.00	1D6	Bulk_201901_UCSD	Sample	Bulk	no	3/14/02 0:00	0.26	not applicable	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un26	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	7711033.0	174990.0	1440945.0	785.0	4.86763321	111.3778892	246.0	4.735165	33.69255908	1372.0	5.290324655634964	240.99308398414928	1369.0	5.290092022279807	240.2064746549401	577.0	5.282303517207287	101.21042477835158	Test
13114.berry.2.s016	Berry2.sediment.Un42	berry.2.s016	sediment	EMP_Feces_berry_2_s016_a03_M_005	005	note applicable	UCSD	1A4_1_5_berry-2-s016-a04.mzML	1A4_1_5_berry-2-s016-a04	1.00	1A4	Bulk_201901_UCSD	Sample	Bulk	no	3/14/02 0:00	0.42	not applicable	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un42	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	11955206.0	15535.0	7097.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	697.0	6.684057427944795	187.2761120115606	691.0	6.677538996171164	184.36276546957782	599.0	6.658098895204074	164.52902877050337	Train
13114.berry.2.s017	Berry2.sediment.Un51	berry.2.s017	sediment	EMP_Feces_berry_2_s017_a03_M_006	006	note applicable	UCSD	1B9_1_31_berry-2-s017-a04.mzML	1B9_1_31_berry-2-s017-a04	1.00	1B9	Bulk_201901_UCSD	Sample	Bulk	no	3/14/02 0:00	0.51	not applicable	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un51	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	8361807.0	6730.0	6819.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	576.0	7.243996995542897	148.58564892626578	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Test
13114.berry.2.s018	Berry2.sediment.Un71	berry.2.s018	sediment	EMP_Feces_berry_2_s018_a03_M_007	007	note applicable	UCSD	1D8_1_60_berry-2-s018-a04.mzML	1D8_1_60_berry-2-s018-a04	1.00	1D8	Bulk_201901_UCSD	Sample	Bulk	no	3/14/02 0:00	0.71	not applicable	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un71	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	9909138.0	26948.0	13838.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	504.0	4.393299466985118	145.07669054300936	500.0	4.387488122494663	143.6024911730267	403.0	4.371808916467666	122.08921077091033	Test
13114.berry.2.s019	Berry2.sediment.Un96	berry.2.s019	sediment	EMP_Feces_berry_2_s019_a03_M_008	008	note applicable	UCSD	1B2_1_20_berry-2-s019-a04.mzML	1B2_1_20_berry-2-s019-a04	1.00	1B2	Bulk_201901_UCSD	Sample	Bulk	no	3/14/02 0:00	0.96	not applicable	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un96	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	7398499.0	28020.0	1988.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	358.0	3.2799337359079246	120.35555656766451	355.0	3.2777676102765607	119.43029707507162	252.0	3.254170554662476	89.30573125096225	Train
13114.berry.2.s020	Berry2.sediment.Un109	berry.2.s020	sediment	EMP_Feces_berry_2_s020_a03_M_002	002	note applicable	UCSD	1D12_1_69_berry-2-s020-a04.mzML	1D12_1_69_berry-2-s020-a04	1.00	1D12	Bulk_201901_UCSD	Sample	Bulk	no	3/14/02 0:00	1.09	not applicable	Freshwater sediment core slice, Uncas Pond, MA.  Aseptically collected subsample.	92.7	Berry	2	Berry2	Postglacial pond sediment profiles	EMP sample	Free-living	Non-saline	Sediment (non-saline)	Small lake biome	pond bed	lake sediment	sediment	sediment	United States of America:State of Massachusetts:Norfolk County	Un109	not applicable	42.06	-71.37761	Biodiversity and Functional Patterns of Microbial Assemblages in Postglacial Pond Sediment Profiles	freshwater sediment metagenome	14562487.0	52522.0	2673.0	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	437.0	2.844851363613808	145.70581775051778	428.0	2.839771030609456	141.72500385202238	267.0	2.802970782016128	92.3853977038002	Test
13114.bittleston.68.s001	Bittleston68.Cfoll1	bittleston.68.s001	pitcher plant fluid	EMP_Feces_bittleston_68_s001_a02_M_190	190	note applicable	UCSD	3E12_2_18_bittleston-68-s001-a03.mzML	3E12_2_18_bittleston-68-s001-a03	3.00	3E12	Bulk_201901_UCSD	Sample	Bulk	no	1/15/16 11:00	not applicable	not applicable	pitcher plant fluid	29.0	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	temperate shrubland	wetland	organic material	plant-associated	plant-associated	Two Peoples Bay Nature Reserve	Cephalotus follicularis Cf04	not applicable	-34.950556	118.100833	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome	3703541.0	285427.0	799963.0	381.0	2.934623123	63.75505584	77.0	2.82902712	17.48186501	500.0	3.1662024163329603	87.26336072206982	500.0	3.1662024163329603	87.26336072206982	183.0	3.123180946235422	40.30664403208402	Test
13114.bittleston.68.s002	Bittleston68.Cfoll2	bittleston.68.s002	pitcher plant fluid	EMP_Feces_bittleston_68_s002_a02_M_191	191	note applicable	UCSD	3G8_2_75_bittleston-68-s002-a03.mzML	3G8_2_75_bittleston-68-s002-a03	3.00	3G8	Bulk_201901_UCSD	Sample	Bulk	no	1/16/16 11:30	not applicable	not applicable	pitcher plant fluid	29.0	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	temperate shrubland	wetland	organic material	plant-associated	plant-associated	Two Peoples Bay Nature Reserve	Cephalotus follicularis Cf09	not applicable	-34.950556	118.100833	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome	11741353.0	119441.0	591571.0	559.0	4.336481116	81.69975777	175.0	4.2857301	31.02943336	709.0	4.656249118968911	107.15186040068352	709.0	4.656249118968911	107.15186040068352	303.0	4.551143504168034	53.023964534992274	Train
13114.bittleston.68.s003	Bittleston68.Cfoll3	bittleston.68.s003	pitcher plant fluid	EMP_Feces_bittleston_68_s003_a02_M_192	192	note applicable	UCSD	3G6_2_69_bittleston-68-s003-a03.mzML	3G6_2_69_bittleston-68-s003-a03	3.00	3G6	Bulk_201901_UCSD	Sample	Bulk	no	1/17/16 11:50	not applicable	not applicable	pitcher plant fluid	29.0	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	temperate shrubland	wetland	organic material	plant-associated	plant-associated	Two Peoples Bay Nature Reserve	Cephalotus follicularis Cf11	not applicable	-34.950556	118.100833	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome	11030244.0	181310.0	453084.0	551.0	4.598120908	81.66895356	196.0	4.581511844	36.26837731	676.0	3.3561575098538152	102.78689998053233	676.0	3.3561575098538152	102.78689998053233	260.0	3.3187988895943366	49.23536412251997	Test
13114.bittleston.68.s004	Bittleston68.Namp1	bittleston.68.s004	pitcher plant fluid	EMP_Feces_bittleston_68_s004_a02_M_193	193	note applicable	UCSD	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	no	3/6/13 11:00	not applicable	not applicable	pitcher plant fluid	56.0	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	tropical moist broadleaf forest	forest	organic material	plant-associated	plant-associated	Bukit Timah Nature Reserve	Nepenthes ampullaria Ne48	not applicable	1.352028	103.781694	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome	11644282.0	82979.0	237878.0	517.0	4.815836987	79.81570668	261.0	4.739951595	45.13900241	736.0	5.22686605553766	115.96430944341593	736.0	5.22686605553766	115.96430944341593	443.0	5.22490670766941	75.54342377966168	Train
13114.bittleston.68.s005	Bittleston68.Namp2	bittleston.68.s005	pitcher plant fluid	EMP_Feces_bittleston_68_s005_a02_M_347	347	note applicable	UCSD	3F6_2_35_bittleston-68-s005-a03.mzML	3F6_2_35_bittleston-68-s005-a03	3.00	3F6	Bulk_201901_UCSD	Sample	Bulk	no	3/6/13 11:20	not applicable	not applicable	pitcher plant fluid	56.0	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	tropical moist broadleaf forest	forest	organic material	plant-associated	plant-associated	Bukit Timah Nature Reserve	Nepenthes ampullaria Ne51	not applicable	1.352028	103.781694	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome	11639541.0	52244.0	92627.0	343.0	1.532504361	63.76152976	144.0	1.516136674	33.89541462	482.0	1.9155862540626123	92.30182748540346	482.0	1.9155862540626123	92.30182748540346	287.0	1.8893413418191924	59.17486126458265	Test
13114.bittleston.68.s006	Bittleston68.Namp3	bittleston.68.s006	pitcher plant fluid	EMP_Feces_bittleston_68_s006_a02_M_348	348	note applicable	UCSD	3G4_2_59_bittleston-68-s006-a03.mzML	3G4_2_59_bittleston-68-s006-a03	3.00	3G4	Bulk_201901_UCSD	Sample	Bulk	no	3/6/13 11:30	not applicable	not applicable	pitcher plant fluid	56.0	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	tropical moist broadleaf forest	forest	organic material	plant-associated	plant-associated	Bukit Timah Nature Reserve	Nepenthes ampullaria Ne55	not applicable	1.352028	103.781694	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome	10136982.0	130599.0	241772.0	518.0	2.436364015	81.13605829	152.0	2.388721229	30.775742699999995	696.0	2.7578265436335907	111.86705919277053	696.0	2.7578265436335907	111.86705919277053	293.0	2.693787509185626	50.70942559547984	Train
13114.bittleston.68.s007	Bittleston68.Nsteno1	bittleston.68.s007	pitcher plant fluid	EMP_Feces_bittleston_68_s007_a02_M_349	349	note applicable	UCSD	3F9_2_43_bittleston-68-s007-a03.mzML	3F9_2_43_bittleston-68-s007-a03	3.00	3F9	Bulk_201901_UCSD	Sample	Bulk	no	1/16/13 10:00	not applicable	not applicable	pitcher plant fluid	1050.0	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	tropical moist broadleaf forest	forest	pitcher plant fluid	plant-associated	plant-associated	Maliau Basin Conservation Area	Nepenthes stenophylla MB39	not applicable	4.732528	116.884444	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome	9990613.0	13840.0	76948.0	232.0	5.119113004	49.31924004	193.0	5.102087372	42.34100374	358.0	5.643451012012516	76.00752445865031	357.0	5.642760517885074	75.65543783885731	343.0	5.6102059438582055	73.15933904423946	Test
13114.bittleston.68.s008	Bittleston68.Nsteno2	bittleston.68.s008	pitcher plant fluid	EMP_Feces_bittleston_68_s008_a02_M_350	350	note applicable	UCSD	3E5_2_7_bittleston-68-s008-a03.mzML	3E5_2_7_bittleston-68-s008-a03	3.00	3E5	Bulk_201901_UCSD	Sample	Bulk	no	1/16/13 10:20	not applicable	not applicable	pitcher plant fluid	1050.0	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	tropical moist broadleaf forest	forest	pitcher plant fluid	plant-associated	plant-associated	Maliau Basin Conservation Area	Nepenthes stenophylla MB48	not applicable	4.732528	116.884444	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome	11451837.0	42774.0	132220.0	304.0	4.670113169	57.19477076	159.0	4.596820837	35.132836	446.0	5.01334880927524	85.14883999771338	446.0	5.01334880927524	85.14883999771338	306.0	5.019111725514065	64.94812943417628	Train
13114.bittleston.68.s009	Bittleston68.Nsteno3	bittleston.68.s009	pitcher plant fluid	EMP_Feces_bittleston_68_s009_a02_M_351	351	note applicable	UCSD	3E7_2_11_bittleston-68-s009-a03.mzML	3E7_2_11_bittleston-68-s009-a03	3.00	3E7	Bulk_201901_UCSD	Sample	Bulk	no	1/16/13 10:40	not applicable	not applicable	pitcher plant fluid	1050.0	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	tropical moist broadleaf forest	forest	pitcher plant fluid	plant-associated	plant-associated	Maliau Basin Conservation Area	Nepenthes stenophylla MB58	not applicable	4.732528	116.884444	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome	3363432.0	11424.0	16799.0	115.0	3.222372924	30.69223613	100.0	3.187143109	28.04165625	173.0	3.7705343206304303	42.95679824971217	173.0	3.7705343206304303	42.95679824971217	173.0	3.777302193816418	42.95679824971217	Test
13114.bittleston.68.s010	Bittleston68.Sleuco1	bittleston.68.s010	pitcher plant fluid	EMP_Feces_bittleston_68_s010_a02_M_352	352	note applicable	UCSD	3G1_2_50_bittleston-68-s010-a03.mzML	3G1_2_50_bittleston-68-s010-a03	3.00	3G1	Bulk_201901_UCSD	Sample	Bulk	no	6/12/14 11:30	not applicable	not applicable	pitcher plant fluid	66.0	Bittleston	68	Bittleston68	Pitcher plant fluids	EMP sample	Host-associated	Plant	Plant surface	flooded savanna	wetland	organic material	plant-associated	plant-associated	Baldwin County, AL	Sarracenia leucophylla Sl15	not applicable	31.023528	-87.685278	Pitcher plant fluids from convergently evolved pitcher plants	plant metagenome	3577448.0	660656.0	1426004.0	292.0	2.926625087	39.52802459	48.0	2.857922039	10.51928761	462.0	3.1040122653677185	60.67839307197619	461.0	3.103961793500962	60.674241084982434	106.0	3.0847660107245267	20.168490057658342	Train
